,index,Country,Annual,DJF,MAM,JJA,SON,Seuil
67,0,United Kingdom,0.0,0.0,0.0,0.0,0.0,Vivable
68,0,Georgia,0.01,0.0,0.0,0.01,0.0,Vivable
69,0,Ghana,56.61,5.83,37.48,9.42,2.4,Vivable
70,0,Gibraltar,5.4,,,,,Vivable
71,0,Guinea,9.73,0.03,6.92,1.9,0.52,Vivable
72,0,Guadeloupe,10.64,0.0,0.0,1.93,8.72,Vivable
73,0,"Gambia, The",23.11,0.0,6.12,9.74,10.66,Vivable
74,0,Guinea-Bissau,25.23,0.0,9.2,6.78,6.53,Vivable
75,0,Equatorial Guinea,0.18,0.0,0.17,0.0,0.0,Vivable
76,0,Greece,0.08,0.0,0.0,0.08,0.0,Vivable
77,0,Grenada,50.86,,,,,Vivable
78,0,Guatemala,22.5,0.0,5.22,13.34,5.02,Vivable
79,0,French Guiana,1.59,0.0,0.24,0.06,0.16,Vivable
80,0,Guam,77.48,0.75,1.33,36.56,36.14,Vivable
81,0,Guyana,18.85,0.59,2.36,4.11,11.14,Vivable
82,0,Honduras,15.63,0.01,1.53,6.79,7.72,Vivable
83,0,Croatia,0.0,0.0,0.0,0.0,0.0,Vivable
84,0,Haiti,10.48,0.0,0.0,4.52,5.32,Vivable
85,0,Hungary,0.0,,,,,Vivable
86,0,Indonesia,29.55,4.76,11.05,6.26,5.67,Vivable
87,0,India,20.5,0.01,12.98,3.39,6.07,Vivable
88,0,British Indian Ocean Territory,17.73,2.1,13.6,0.23,0.0,Vivable
89,0,Ireland,0.0,0.0,0.0,0.0,0.0,Vivable
90,0,Iran,8.51,,,,,Vivable
91,0,Iraq,31.2,0.0,0.46,24.7,4.62,Vivable
92,0,Iceland,0.0,0.0,0.0,0.0,0.0,Vivable
93,0,Israel,11.93,0.0,0.0,11.27,0.67,Vivable
94,0,Italy,0.05,0.0,0.0,0.05,0.0,Vivable
95,0,Jamaica,2.21,0.0,0.0,0.76,1.29,Vivable
96,0,Jordan,3.3,0.0,0.0,3.26,0.03,Vivable
97,0,Japan,0.31,,,,,Vivable
98,0,Kazakhstan,0.16,0.0,0.0,0.16,0.0,Vivable
99,0,Kenya,7.44,0.88,6.05,0.04,0.36,Vivable
100,0,Kyrgyz Republic,0.0,0.0,0.0,0.0,0.0,Vivable
101,0,Cambodia,80.06,,,,,Vivable
102,0,Kiribati,67.31,17.25,21.16,20.38,5.23,Vivable
103,0,St. Kitts and Nevis,10.45,0.0,0.0,2.38,8.25,Vivable
104,0,"Korea, Republic of",0.11,0.0,0.0,0.1,0.01,Vivable
105,0,Kuwait,37.85,0.0,3.65,16.9,14.75,Vivable
106,0,Laos,40.94,0.02,14.1,21.19,4.39,Vivable
107,0,Lebanon,4.46,0.0,0.0,4.15,0.3,Vivable
108,0,Liberia,8.02,0.46,7.42,0.07,0.0,Vivable
109,0,Libya,6.98,0.0,0.13,6.29,0.32,Vivable
110,0,St. Lucia,18.75,0.0,0.0,5.07,10.5,Vivable
111,0,Liechtenstein,0.0,0.0,0.0,0.0,0.0,Vivable
112,0,Sri Lanka,58.99,0.24,24.99,21.23,9.22,Vivable
113,0,Lesotho,0.0,0.0,0.0,0.0,0.0,Vivable
114,0,Lithuania,0.0,,,,,Vivable
115,0,Luxembourg,0.0,0.0,0.0,0.0,0.0,Vivable
116,0,Latvia,0.0,0.0,0.0,0.0,0.0,Vivable
117,0,"Macao SAR, China",73.6,0.0,7.08,56.35,11.33,Vivable
118,0,Morocco,1.32,0.0,0.0,1.25,0.07,Vivable
119,0,Monaco,0.0,0.0,0.0,0.0,0.0,Vivable
120,0,Moldova,0.0,0.0,0.0,0.0,0.0,Vivable
121,0,Madagascar,2.26,1.4,0.66,0.0,0.06,Vivable
122,0,Maldives,24.58,0.23,15.43,8.55,0.6,Vivable
123,0,Mexico,14.03,0.0,1.78,9.55,2.97,Vivable
124,0,Marshall Islands,17.1,1.55,0.55,6.95,9.02,Vivable
125,0,Macedonia,0.0,0.0,0.0,0.0,0.0,Vivable
126,0,Mali,39.58,0.0,8.36,20.87,9.05,Vivable
127,0,Malta,1.07,0.0,0.0,1.02,0.0,Vivable
128,0,Myanmar (Burma),35.99,0.02,12.56,16.33,6.47,Vivable
129,0,Republic of Montenegro,0.0,0.0,0.0,0.0,0.0,Vivable
130,0,Mongolia,0.0,0.0,0.0,0.0,0.0,Vivable
131,0,Northern Mariana Islands,92.7,0.5,0.64,40.99,42.26,Vivable
132,0,Mozambique,5.83,4.07,0.53,0.0,0.66,Vivable
133,0,Mauritania,36.91,0.0,3.33,23.57,11.29,Vivable
134,0,Montserrat,16.2,0.0,0.0,4.18,12.3,Vivable
135,0,Martinique,2.29,0.0,0.0,0.62,1.28,Vivable
136,0,Mauritius,0.21,0.17,0.09,0.0,0.0,Vivable
137,0,Malawi,0.46,0.23,0.01,0.0,0.08,Vivable
138,0,Malaysia,11.45,0.09,4.2,5.52,2.09,Vivable
139,0,Mayotte,32.35,9.98,17.45,0.0,0.0,Vivable
140,0,Namibia,0.0,0.0,0.0,0.0,0.0,Vivable
141,0,New Caledonia,0.13,0.09,0.05,0.0,0.0,Vivable
142,0,Niger,31.0,0.0,5.87,18.04,5.0,Vivable
143,0,Norfolk Island,0.0,0.0,0.0,0.0,0.0,Vivable
144,0,Nigeria,24.48,1.44,17.03,3.99,1.7,Vivable
145,0,Nicaragua,16.92,0.01,1.68,5.34,7.77,Vivable
146,0,Niue,4.78,1.78,3.43,0.0,0.0,Vivable
147,0,Netherlands,0.0,0.0,0.0,0.0,0.0,Vivable
148,0,Norway,0.0,0.0,0.0,0.0,0.0,Vivable
149,0,Nepal,6.53,0.0,1.48,4.42,1.33,Vivable
150,0,Nauru,120.95,24.0,30.28,28.4,12.53,Conditions Difficiles
151,0,New Zealand,0.0,0.0,0.0,0.0,0.0,Vivable
152,0,Oman,27.35,0.0,3.66,19.32,5.28,Vivable
153,0,Pakistan,11.72,0.0,4.63,2.73,5.07,Vivable
154,0,Panama,6.41,0.01,1.24,2.76,0.93,Vivable
155,0,Pitcairn Islands,0.0,0.0,0.0,0.0,0.0,Vivable
156,0,Peru,29.93,8.35,6.24,2.99,15.09,Vivable
157,0,Philippines,27.03,0.04,5.75,15.12,7.01,Vivable
158,0,Palau,40.05,1.29,3.6,10.21,13.62,Vivable
159,0,Papua New Guinea,21.04,9.17,7.7,0.39,2.3,Vivable
160,0,Poland,0.0,0.0,0.0,0.0,0.0,Vivable
161,0,Puerto Rico,0.71,0.0,0.0,0.11,0.59,Vivable
162,0,"Korea, Democratic People's Republic of",0.12,0.0,0.0,0.12,0.0,Vivable
163,0,Portugal,0.0,0.0,0.0,0.0,0.0,Vivable
164,0,Paraguay,31.19,17.24,3.6,0.0,6.75,Vivable
165,0,West Bank and Gaza,8.67,0.0,0.0,8.28,0.54,Vivable
166,0,French Polynesia,4.58,1.61,2.96,0.0,0.0,Vivable
167,0,Qatar,0.85,0.0,8.81,-11.16,6.76,Vivable
168,0,Reunion,0.0,0.0,0.0,0.0,0.0,Vivable
169,0,Romania,0.0,0.0,0.0,0.0,0.0,Vivable
170,0,Russia,0.01,0.0,0.0,0.01,0.0,Vivable
171,0,Rwanda,0.0,0.0,0.0,0.0,0.0,Vivable
172,0,Saudi Arabia,35.85,0.0,1.78,28.94,5.73,Vivable
173,0,Sudan,24.51,0.0,2.99,16.51,3.9,Vivable
174,0,Senegal,33.69,0.0,7.07,14.97,12.12,Vivable
175,0,Singapore,90.58,2.21,34.47,40.9,25.53,Vivable
176,0,St. Helena,0.01,0.0,0.01,0.0,0.0,Vivable
177,0,Svalbard,0.0,0.0,0.0,0.0,0.0,Vivable
178,0,Solomon Islands,3.62,2.03,1.8,0.03,0.0,Vivable
179,0,Sierra Leone,23.56,0.94,18.87,1.34,1.45,Vivable
180,0,El Salvador,16.27,0.0,2.31,9.06,4.62,Vivable
181,0,San Marino,0.0,0.0,0.0,0.0,0.0,Vivable
182,0,Somalia,17.43,0.68,13.04,1.92,1.89,Vivable
183,0,Republic of Serbia,0.0,0.0,0.0,0.0,0.0,Vivable
184,0,South Sudan,13.8,0.13,9.63,3.17,2.02,Vivable
185,0,Sao Tome and Principe,0.02,0.0,0.02,0.0,0.0,Vivable
186,0,Suriname,5.69,0.03,0.77,1.24,2.82,Vivable
187,0,Slovakia,0.0,0.0,0.0,0.0,0.0,Vivable
188,0,Slovenia,0.0,0.0,0.0,0.0,0.0,Vivable
189,0,Sweden,0.0,0.0,0.0,0.0,0.0,Vivable
190,0,Eswatini,1.08,1.0,0.05,0.0,0.04,Vivable
191,0,Seychelles,16.47,2.33,13.64,0.25,0.0,Vivable
192,0,Syria,9.9,0.0,0.0,9.82,0.09,Vivable
193,0,Turks and Caicos Islands,15.15,0.0,0.0,7.83,9.25,Vivable
194,0,Chad,20.16,0.0,6.19,11.92,2.61,Vivable
195,0,Togo,48.15,3.46,32.55,7.26,2.6,Vivable
196,0,Thailand,61.99,0.56,20.58,29.54,11.72,Vivable
197,0,Tajikistan,0.41,0.0,0.0,0.41,0.0,Vivable
198,0,Tokelau,130.18,37.43,57.75,16.85,14.45,Conditions Difficiles
199,0,Turkmenistan,4.7,0.0,0.03,4.63,0.02,Vivable
200,0,Timor Leste,0.51,0.28,0.1,0.0,0.02,Vivable
201,0,Tonga,5.13,1.96,3.07,0.0,0.0,Vivable
202,0,Trinidad and Tobago,27.09,0.0,0.29,13.26,11.53,Vivable
203,0,Tunisia,10.4,0.0,0.03,9.87,0.48,Vivable
204,0,Turkey,0.96,0.0,0.0,0.95,0.01,Vivable
205,0,Tuvalu,81.37,24.51,35.33,7.21,5.37,Vivable
206,0,"Tanzania, United Republic of",0.73,0.23,0.48,0.0,0.01,Vivable
207,0,Uganda,0.0,0.0,0.0,0.0,0.0,Vivable
208,0,Ukraine,0.0,0.0,0.0,0.0,0.0,Vivable
209,0,Uruguay,2.24,2.06,0.25,0.0,0.05,Vivable
210,0,United States,3.83,0.0,0.03,3.55,0.27,Vivable
211,0,Uzbekistan,2.38,0.0,0.02,2.36,0.0,Vivable
212,0,St. Vincent and the Grenadines,59.55,0.0,0.0,25.6,31.5,Vivable
213,0,Venezuela,34.77,2.05,8.18,9.01,16.06,Vivable
214,0,British Virgin Islands,16.92,0.0,0.0,5.55,12.4,Vivable
215,0,Vietnam,44.34,0.08,13.19,21.45,12.41,Vivable
216,0,Vanuatu,1.1,0.48,0.49,0.0,0.0,Vivable
217,0,Wallis and Futuna,44.21,17.26,24.13,0.08,0.0,Vivable
218,0,Samoa,70.27,28.07,38.92,0.65,0.53,Vivable
219,0,Yemen,9.89,0.01,2.49,5.34,2.21,Vivable
220,0,South Africa,0.11,0.09,0.0,0.0,0.01,Vivable
221,0,Zambia,0.11,0.04,0.0,0.0,0.05,Vivable
222,0,Zimbabwe,0.45,0.19,0.01,0.0,0.18,Vivable
223,0,Aruba,95.44,2.91,7.24,40.87,49.89,Vivable
224,0,Afghanistan,6.01,0.0,0.09,5.82,0.13,Vivable
225,0,Angola,0.01,0.0,0.01,0.0,0.0,Vivable
226,0,Anguilla,16.38,0.0,0.0,4.93,11.75,Vivable
227,0,Albania,0.06,0.0,0.0,0.06,0.0,Vivable
